Condition,Drug Generic Name,EaseOfUse,Effective,Form,Indication,Price,Reviews,Satisfaction,Type,Drug Brand Name,Description
Bacterial Urinary Tract Infection,Cefazolin In Dextrose (Iso-Os),3.0,2.0,Liquid (Inject),On Label,5.99,1.0,1.0,RX,,
Bacterial Urinary Tract Infection,Cefdinir,3.565,2.36,Capsule,Off Label,85.99,205.0,1.77,RX,CEFDINIR capsule,"Cefdinir capsules, USP contain the active ingredient cefdinir, an extended-spectrum, semisynthetic cephalosporin, for oral administration. Chemically, cefdinir is [6R-[6α,7β (Z)]]-7-[[(2-amino-4 thiazolyl)(hydroxyimino)acetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2- carboxylic acid. Cefdinir is a white to slightly brownish-yellow solid. It is slightly soluble in dilute hydrochloric acid and sparingly soluble in 0.1 M pH 7.0 phosphate buffer. The empirical formula is C  14H  13N  5O  5S  2 and the molecular weight is 395.42. Cefdinir has the structural formula shown below: Cefdinir capsules, USP contain 300 mg cefdinir and the following inactive ingredients:  carboxymethylcellulose calcium, polyoxyl 40 stearate, colloidal silicone dioxide and magnesium stearate. The capsule shells contain FD&C Blue #2; gelatin, titanium dioxide, gelatin and water. Imprinting ink components shellac, Black Iron Oxide and potassium hydroxide"
Bacterial Urinary Tract Infection,Cefdinir,3.565,2.36,Capsule,Off Label,85.99,205.0,1.77,RX,CEFDINIR capsule,"Cefdinir capsules, USP contain the active ingredient cefdinir, an extended-spectrum, semisynthetic cephalosporin, for oral administration. Chemically, cefdinir is [6R-[6α,7β (Z)]]-7-[[(2-amino-4 thiazolyl)(hydroxyimino)acetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2- carboxylic acid. Cefdinir is a white to slightly brownish-yellow solid. It is slightly soluble in dilute hydrochloric acid and sparingly soluble in 0.1 M pH 7.0 phosphate buffer. The empirical formula is C  14H  13N  5O  5S  2 and the molecular weight is 395.42. Cefdinir has the structural formula shown below: Cefdinir capsules, USP contain 300 mg cefdinir and the following inactive ingredients:  carboxymethylcellulose calcium, polyoxyl 40 stearate, colloidal silicone dioxide and magnesium stearate. The capsule shells contain FD&C Blue #2; gelatin, titanium dioxide, gelatin and water. Imprinting ink components shellac, Black Iron Oxide and potassium hydroxide"
Bacterial Urinary Tract Infection,Cefdinir,3.565,2.36,Capsule,Off Label,85.99,205.0,1.77,RX,CEFDINIR capsule,"Cefdinir capsules, USP contain the active ingredient cefdinir, an extended-spectrum, semisynthetic cephalosporin, for oral administration. Chemically, cefdinir is [6R-[6α,7β (Z)]]-7-[[(2-amino-4 thiazolyl)(hydroxyimino)acetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2- carboxylic acid. Cefdinir is a white to slightly brownish-yellow solid. It is slightly soluble in dilute hydrochloric acid and sparingly soluble in 0.1 M pH 7.0 phosphate buffer. The empirical formula is C  14H  13N  5O  5S  2 and the molecular weight is 395.42. Cefdinir has the structural formula shown below: Cefdinir capsules, USP contain 300 mg cefdinir and the following inactive ingredients:  carboxymethylcellulose calcium, polyoxyl 40 stearate, colloidal silicone dioxide and magnesium stearate. The capsule shells contain FD&C Blue #2; gelatin, titanium dioxide, gelatin and water. Imprinting ink components shellac, Black Iron Oxide and potassium hydroxide"
Bacterial Urinary Tract Infection,Cefepime,2.0,4.0,Capsule,On Label,77.99,1.0,4.0,RX,"CEFEPIME (cefepime hydrochloride) injection, powder, for solution","Cefepime for Injection, USP (cefepime hydrochloride, USP) is a semi-synthetic, cephalosporin antibacterial for parenteral administration. The chemical name is 1-[[(6R,7R)-7-[2-(2-amino-4-thiazolyl)-glyoxylamido]-2-carboxy-8-oxo-5-thia-1-azabicyclo[4.2.0] oct-2-en-3-yl]methyl]-1-methylpyrrolidinium chloride,72-(Z)-(O-methyloxime), monohydrochloride, monohydrate, which corresponds to the following structural formula:Cefepime hydrochloride is a white to pale yellow powder. Cefepime hydrochloride contains the equivalent of not less than 825 mcg and not more than 911 mcg of cefepime (C19H24N6O5S2) per mg, calculated on an anhydrous basis. It is highly soluble in water.Cefepime for Injection, USP is supplied for intramuscular or intravenous administration in strengths equivalent to 500 mg, 1 g, and 2 g of cefepime. Cefepime for Injection, USP is a sterile, dry mixture of cefepime hydrochloride and L-arginine. The L-arginine, at an approximate concentration of 707 mg/g of cefepime, is added to control the pH of the constituted solution at 4 to 6. Freshly constituted solutions of Cefepime for Injection, USP will range in color from pale yellow to amber."
Bacterial Urinary Tract Infection,Cefepime,5.0,3.0,Liquid (Inject),On Label,167.51,5.0,2.5,RX,"CEFEPIME (cefepime hydrochloride) injection, powder, for solution","Cefepime for Injection, USP (cefepime hydrochloride, USP) is a semi-synthetic, cephalosporin antibacterial for parenteral administration. The chemical name is 1-[[(6R,7R)-7-[2-(2-amino-4-thiazolyl)-glyoxylamido]-2-carboxy-8-oxo-5-thia-1-azabicyclo[4.2.0] oct-2-en-3-yl]methyl]-1-methylpyrrolidinium chloride,72-(Z)-(O-methyloxime), monohydrochloride, monohydrate, which corresponds to the following structural formula:Cefepime hydrochloride is a white to pale yellow powder. Cefepime hydrochloride contains the equivalent of not less than 825 mcg and not more than 911 mcg of cefepime (C19H24N6O5S2) per mg, calculated on an anhydrous basis. It is highly soluble in water.Cefepime for Injection, USP is supplied for intramuscular or intravenous administration in strengths equivalent to 500 mg, 1 g, and 2 g of cefepime. Cefepime for Injection, USP is a sterile, dry mixture of cefepime hydrochloride and L-arginine. The L-arginine, at an approximate concentration of 707 mg/g of cefepime, is added to control the pH of the constituted solution at 4 to 6. Freshly constituted solutions of Cefepime for Injection, USP will range in color from pale yellow to amber."
Bacterial Urinary Tract Infection,"Cefepime In Dextrose,Iso-Osm",5.0,5.0,Liquid (Inject),On Label,147.99,4.0,5.0,RX,,
Bacterial Urinary Tract Infection,Cefixime,4.0,4.5,Liquid (Drink),On Label,79.99,7.0,4.5,RX,CEFIXIME capsule,"Cefixime is a semisynthetic, cephalosporin antibacterial for oral administration. Chemically, it is (6R,7R)-7-[2-(2-Amino-4-thiazolyl)glyoxylamido]-8-oxo-3-vinyl-5-thia-1-azabicyclo [4.2.0] oct-2-ene-2-carboxylic acid, 72-(Z)-[O-(carboxy methyl) oxime] trihydrate. Molecular weight = 507.50 as the trihydrate. Chemical Formula is C16H15N5O7S2.3H2OThe structural formula for cefixime is:I nactive ingredients contained in cefixime capsules 400 mg are: colloidal silicon dioxide, croscarmellose sodium, low substituted hydroxypropyl cellulose, magnesium stearate and mannitol. The capsule shell contains the following inactive ingredients: black iron oxide, butyl alcohol, dehydrated alcohol, gelatin, iron oxide red, isopropyl alcohol, potassium hydroxide, propylene glycol, shellac, sodium lauryl sulphate, strong ammonia solution and titanium dioxide."
Bacterial Urinary Tract Infection,Cefixime,3.09,2.73,Tablet,On Label,86.99,47.0,1.45,RX,CEFIXIME capsule,"Cefixime is a semisynthetic, cephalosporin antibacterial for oral administration. Chemically, it is (6R,7R)-7-[2-(2-Amino-4-thiazolyl)glyoxylamido]-8-oxo-3-vinyl-5-thia-1-azabicyclo [4.2.0] oct-2-ene-2-carboxylic acid, 72-(Z)-[O-(carboxy methyl) oxime] trihydrate. Molecular weight = 507.50 as the trihydrate. Chemical Formula is C16H15N5O7S2.3H2OThe structural formula for cefixime is:I nactive ingredients contained in cefixime capsules 400 mg are: colloidal silicon dioxide, croscarmellose sodium, low substituted hydroxypropyl cellulose, magnesium stearate and mannitol. The capsule shell contains the following inactive ingredients: black iron oxide, butyl alcohol, dehydrated alcohol, gelatin, iron oxide red, isopropyl alcohol, potassium hydroxide, propylene glycol, shellac, sodium lauryl sulphate, strong ammonia solution and titanium dioxide."
Bacterial Urinary Tract Infection,Ceftazidime,4.0,2.0,Liquid (Inject),On Label,90.69,2.5,2.0,RX,,
Bacterial Urinary Tract Infection,Ceftriaxone,3.835,4.335,Liquid (Inject),On Label,20.09,24.5,4.165,RX,,
Bacterial Urinary Tract Infection,"Ceftriaxone In Dextrose,Iso-Os",3.5,5.0,Liquid (Inject),On Label,20.09,1.5,5.0,RX,,
Bacterial Urinary Tract Infection,Cefuroxime Axetil,3.34,3.19,Tablet,On Label,86.99,126.5,2.59,RX,,
Bacterial Urinary Tract Infection,Cefuroxime Sodium,5.0,5.0,Liquid (Inject),On Label,778.69,1.0,5.0,RX,,
Bacterial Urinary Tract Infection,Cephalexin,4.1525,3.1950000000000003,Capsule,On Label,13.82,151.75,2.605,RX,CEPHALEXIN capsule,"Cephalexin capsules, USP is a semisynthetic cephalosporin antibacterial drug intended for oral administration. It is 7-(D-α-Amino-α-phenylacetamido)-3-methyl-3-cephem-4-carboxylic acid monohydrate. Cephalexin has the molecular formula C16H17N3O4S•H2O and the molecular weight is 365.41. Cephalexin has the following structural formula:Each capsule contains cephalexin monohydrate equivalent to 250 mg or 500 mg of cephalexin. The capsules also contain the following inactive ingredients: microcrystalline cellulose, croscarmellose sodium, D&C Yellow No. 10, FD&C Blue No. 1, FD&C Yellow No. 6, gelatin, magnesium stearate, titanium dioxide, and sodium lauryl sulfate."
Bacterial Urinary Tract Infection,Cephalexin,4.1525,3.1950000000000003,Capsule,On Label,13.82,151.75,2.605,RX,CEPHALEXIN capsule,"Cephalexin capsules, USP is a semisynthetic cephalosporin antibacterial drug intended for oral administration. It is 7-(D-α-Amino-α-phenylacetamido)-3-methyl-3-cephem-4-carboxylic acid monohydrate. Cephalexin has the molecular formula C16H17N3O4S•H2O and the molecular weight is 365.41. Cephalexin has the following structural formula:Each capsule contains cephalexin monohydrate equivalent to 250 mg or 500 mg of cephalexin. The capsules also contain the following inactive ingredients: microcrystalline cellulose, croscarmellose sodium, D&C Yellow No. 10, FD&C Blue No. 1, FD&C Yellow No. 6, gelatin, magnesium stearate, titanium dioxide, and sodium lauryl sulfate."
Bacterial Urinary Tract Infection,Ciprofloxacin,3.78,3.59,Tablet,On Label,18.75,538.0,2.75,RX,CIPROFLOXACIN AND DEXAMETHASONE suspension/ drops,"Ciprofloxacin and Dexamethasone Otic Suspension, USP contains the quinolone antimicrobial, ciprofloxacin hydrochloride, USP, combined with the corticosteroid, dexamethasone USP, in a sterile, preserved suspension for otic use. Each mL of ciprofloxacin and dexamethasone otic suspension, USP contains ciprofloxacin hydrochloride, USP (equivalent to 3 mg ciprofloxacin base), 1 mg dexamethasone, USP, and 0.1 mg benzalkonium chloride as a preservative. The inactive ingredients are acetic acid, boric acid, edetate disodium (as dihydrate), hydroxyethyl cellulose, sodium acetate trihydrate, sodium chloride, tyloxapol and water for injection, USP. Sodium hydroxide or hydrochloric acid may be added for adjustment of pH. Ciprofloxacin, a quinolone antimicrobial is available as the monohydrochloride monohydrate salt of 1-cyclopropyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-3-quinoline carboxylic acid. The molecular formula is C17H18FN3O3·HCl·H2O. The molecular weight is 385.82 g/mol and the structural formula is:Figure 1: Structure of Ciprofloxacin  Dexamethasone USP, (11β,16α)-9-fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione, is a corticosteroid. The molecular formula is C22H29FO5. The molecular weight is 392.46 g/mol and the structural formula is: Figure 2: Structure of Dexamethasone"
Bacterial Urinary Tract Infection,Ciprofloxacin Hcl,5.0,5.0,Tablet,Off Label,18.75,1.0,5.0,RX,,
Bacterial Urinary Tract Infection,Ciprofloxacin Hcl,3.43,3.57,Tablet,On Label,18.75,22.0,3.0,RX,,
Bacterial Urinary Tract Infection,"Ciprofloxacin Hcl, Ciprofloxacin",3.18,3.06,Tablet,On Label,18.75,627.0,2.12,RX,,
Bacterial Urinary Tract Infection,Ciprofloxacin In 5 % Dextrose,1.0,1.0,Liquid (Inject),On Label,5.99,1.0,1.0,RX,,
Bacterial Urinary Tract Infection,Demeclocycline,3.0,1.0,Tablet,On Label,880.99,2.5,1.0,RX,,
Bacterial Urinary Tract Infection,Doxycycline Calcium,3.27,3.47,Capsule,On Label,77.99,204.0,2.92,RX,,
Bacterial Urinary Tract Infection,"Doxycycline Calcium, Doxycycline Hyclate, Doxycycline Monohydrate",2.0,1.86,Capsule,On Label,77.99,32.0,1.57,RX,,
Bacterial Urinary Tract Infection,Doxycycline Hyclate,3.152727272727273,3.387272727272727,Capsule,On Label,77.99,99.54545454545456,2.632727272727273,RX,,
Bacterial Urinary Tract Infection,Doxycycline Monohydrate,3.9766666666666666,3.7833333333333337,Capsule,On Label,66.92333333333333,27.666666666666668,3.723333333333333,RX,DOXYCYCLINE MONOHYDRATE capsule,"Doxycycline is a broad-spectrum antibacterial synthetically derived from oxytetracycline. Doxycycline capsules 150 mg, 100 mg, 75 mg, and 50 mg contain doxycycline monohydrate equivalent to 150 mg, 100 mg, 75 mg, or 50 mg of doxycycline for oral administration. The chemical designation of the light-yellow crystalline powder is alpha-6-deoxy-5-oxytetracycline.Structural formula:C   22H   24N   2O   8 • H   2O      M.W. = 462.45 Doxycycline has a high degree of lipid solubility and a low affinity for calcium binding. It is highly stable in normal human serum. Doxycycline will not degrade into an epianhydro form.Inert ingredients: colloidal silicon dioxide; magnesium stearate; microcrystalline cellulose; sodium starch glycolate; and a hard gelatin capsule which contains black iron oxide, red iron oxide, titanium dioxide, and yellow iron oxide for the 150 mg, 100 mg and 75 mg strengths, titanium dioxide and yellow iron oxide for the 50 mg strength. The capsules are printed with edible ink containing black iron oxide, FD&C Blue No. 2, FD&C Red No. 40, FD&C Blue No. 1, and D&C Yellow No. 10. "
Bacterial Urinary Tract Infection,Fosfomycin Tromethamine,5.0,5.0,Liquid (Inject),On Label,90.69,2.0,5.0,RX,,
Bacterial Urinary Tract Infection,Fosfomycin Tromethamine,4.79,4.06,Tablet,On Label,86.99,52.0,4.0,RX,,
Bacterial Urinary Tract Infection,Imipenem-Cilastatin,4.0,5.0,Liquid (Inject),On Label,107.89,2.5,4.5,RX,,
Bacterial Urinary Tract Infection,Levofloxacin,3.582857142857143,3.172857142857143,Tablet,On Label,172.99,395.2857142857143,2.4957142857142856,RX,LEVOFLOXACIN injection,"Levofloxacin Injection is a synthetic broad-spectrum antibacterial agent for intravenous administration. Chemically, levofloxacin, a chiral fluorinated carboxyquinolone, is the pure (-)-(S)-enantiomer of the racemic drug substance ofloxacin. The chemical name is (-)-(S)-9-fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido[1,2,3-de]-1,4-benzoxazine-6-carboxylic acid hemihydrate.Figure 1: The Chemical Structure of LevofloxacinThe empirical formula is C18H20FN3O4 • ½ H2O and the molecular weight is 370.38. Levofloxacin is a light yellowish-white to yellow-white crystal or crystalline powder. The molecule exists as a zwitterion at the pH conditions in the small intestine.The data demonstrate that from pH 0.6 to 5.8, the solubility of levofloxacin is essentially constant (approximately 100 mg/mL). Levofloxacin is considered soluble to freely soluble in this pH range, as defined by USP nomenclature. Above pH 5.8, the solubility increases rapidly to its maximum at pH 6.7 (272 mg/mL) and is considered freely soluble in this range. Above pH 6.7, the solubility decreases and reaches a minimum value (about 50 mg/mL) at a pH of approximately 6.9.Levofloxacin has the potential to form stable coordination compounds with many metal ions. This in vitro chelation potential has the following formation order: Al+3>Cu+2>Zn+2>Mg+2>Ca+2.Excipients and Description of Dosage FormsThe appearance of Levofloxacin Injection may range from a clear yellow to a clear greenish-yellow solution. This does not adversely affect product potency.Levofloxacin Injection in Single-dose Vials is a sterile, preservative-free aqueous solution of levofloxacin in Water for Injection, with pH ranging from 3.8 to 5.8."
Bacterial Urinary Tract Infection,Levofloxacin In D5W,4.0,2.0,Capsule,On Label,77.99,2.0,1.0,RX,,
Bacterial Urinary Tract Infection,Levofloxacin In D5W,3.0,1.0,Liquid (Inject),On Label,147.99,4.0,1.0,RX,,
Bacterial Urinary Tract Infection,Minocycline,3.755,3.465,Capsule,On Label,40.1,108.5,2.705,RX,,
Bacterial Urinary Tract Infection,Nitrofurantoin,3.27,3.34,Liquid (Drink),On Label,878.9900000000001,152.33333333333334,2.7566666666666664,RX,"MACROBID (nitrofurantoin monohydrate and nitrofurantoin, macrocrystalline) capsule","Nitrofurantoin is an antibacterial agent specific for urinary tract infections.  The Macrobid® brand of nitrofurantoin is a hard gelatin capsule shell containing the equivalent of 100 mg of nitrofurantoin in the form of 25 mg of nitrofurantoin macrocrystals and 75 mg of nitrofurantoin monohydrate.The chemical name of nitrofurantoin macrocrystals is 1-[[[5-nitro-2-furanyl]methylene]amino]-2,4-imidazolidinedione.  The chemical structure is the following:The chemical name of nitrofurantoin monohydrate is 1-[[[5-nitro-2-furanyl]methylene]amino]-2,4- imidazolidinedione monohydrate.  The chemical structure is the following:Inactive Ingredients:  Each capsule contains carbomer 934P, corn starch, compressible sugar, D&C Yellow No. 10, edible gray ink, FD&C Blue No. 1, FD&C Red No. 40, gelatin, lactose, magnesium stearate, povidone, talc, and titanium dioxide."
Bacterial Urinary Tract Infection,Nitrofurantoin,3.27,3.34,Liquid (Drink),On Label,878.9900000000001,152.33333333333334,2.7566666666666664,RX,"MACROBID (nitrofurantoin monohydrate and nitrofurantoin, macrocrystalline) capsule","Nitrofurantoin is an antibacterial agent specific for urinary tract infections.  The Macrobid® brand of nitrofurantoin is a hard gelatin capsule shell containing the equivalent of 100 mg of nitrofurantoin in the form of 25 mg of nitrofurantoin macrocrystals and 75 mg of nitrofurantoin monohydrate.The chemical name of nitrofurantoin macrocrystals is 1-[[[5-nitro-2-furanyl]methylene]amino]-2,4-imidazolidinedione.  The chemical structure is the following:The chemical name of nitrofurantoin monohydrate is 1-[[[5-nitro-2-furanyl]methylene]amino]-2,4- imidazolidinedione monohydrate.  The chemical structure is the following:Inactive Ingredients:  Each capsule contains carbomer 934P, corn starch, compressible sugar, D&C Yellow No. 10, edible gray ink, FD&C Blue No. 1, FD&C Red No. 40, gelatin, lactose, magnesium stearate, povidone, talc, and titanium dioxide."
Bacterial Urinary Tract Infection,Nitrofurantoin Macrocrystal,4.24,4.18,Tablet,On Label,86.99,54.0,3.59,RX,,
Bacterial Urinary Tract Infection,Nitrofurantoin Monohyd/M-Cryst,2.655,2.835,Tablet,On Label,51.49,320.5,1.79,RX,,
Bacterial Urinary Tract Infection,Ofloxacin,2.5,1.0,Liquid (Drink),On Label,79.99,8.5,1.0,RX,,
Bacterial Urinary Tract Infection,Streptomycin,3.0,4.0,Liquid (Inject),On Label,90.69,2.0,2.0,RX,,
Bacterial Urinary Tract Infection,Sulfadiazine,4.0,5.0,Liquid (Inject),On Label,147.99,4.0,5.0,RX,,
Bacterial Urinary Tract Infection,Sulfamethoxazole-Trimethoprim,2.804,2.722,Tablet,On Label,15.990000000000004,95.05,2.127,RX,,
Bacterial Urinary Tract Infection,Trimethoprim,3.5,4.5,Liquid (Inject),On Label,20.09,2.0,2.0,RX,,
Bacterial Urinary Tract Infection,Trimethoprim,3.29,3.91,Tablet,On Label,17.69,20.5,3.0,RX,,
Infantile Autism,Aripiprazole,3.695,2.85,Tablet,On Label,826.99,42.5,2.76,RX,ARIPIPRAZOLE (aripiprazole orally disintegrating) tablet,"Aripiprazole is an atypical antipsychotropic drug that is available as aripiprazole orally disintegrating tablets. Aripiprazole USP is 7-[4-[4-(2,3-dichlorophenyl)-1piperazinyl]butoxy]-3,4- dihydrocarbostyril. The empirical formula is C          23H          27Cl          2N          3O          2 and its molecular weight is 448.39. The chemical structure is:       Aripiprazole Orally Disintegrating Tablets, USP are available in 10 mg and 15 mg strengths. Inactive ingredients include aspartame, colloidal silicon dioxide, crospovidone, flavor vanilla (natural flavors), magnesium stearate, mannitol, microcrystalline cellulose, pregelatinized starch, sucralose, silicon dioxide, sodium starch glycolate. Colorant include ferric oxide red."
Infantile Autism,Aripiprazole,3.695,2.85,Tablet,On Label,826.99,42.5,2.76,RX,ARIPIPRAZOLE (aripiprazole orally disintegrating) tablet,"Aripiprazole is an atypical antipsychotropic drug that is available as aripiprazole orally disintegrating tablets. Aripiprazole USP is 7-[4-[4-(2,3-dichlorophenyl)-1piperazinyl]butoxy]-3,4- dihydrocarbostyril. The empirical formula is C          23H          27Cl          2N          3O          2 and its molecular weight is 448.39. The chemical structure is:       Aripiprazole Orally Disintegrating Tablets, USP are available in 10 mg and 15 mg strengths. Inactive ingredients include aspartame, colloidal silicon dioxide, crospovidone, flavor vanilla (natural flavors), magnesium stearate, mannitol, microcrystalline cellulose, pregelatinized starch, sucralose, silicon dioxide, sodium starch glycolate. Colorant include ferric oxide red."
Infantile Autism,Aripiprazole,3.695,2.85,Tablet,On Label,826.99,42.5,2.76,RX,ARIPIPRAZOLE (aripiprazole orally disintegrating) tablet,"Aripiprazole is an atypical antipsychotropic drug that is available as aripiprazole orally disintegrating tablets. Aripiprazole USP is 7-[4-[4-(2,3-dichlorophenyl)-1piperazinyl]butoxy]-3,4- dihydrocarbostyril. The empirical formula is C          23H          27Cl          2N          3O          2 and its molecular weight is 448.39. The chemical structure is:       Aripiprazole Orally Disintegrating Tablets, USP are available in 10 mg and 15 mg strengths. Inactive ingredients include aspartame, colloidal silicon dioxide, crospovidone, flavor vanilla (natural flavors), magnesium stearate, mannitol, microcrystalline cellulose, pregelatinized starch, sucralose, silicon dioxide, sodium starch glycolate. Colorant include ferric oxide red."
Infantile Autism,Aripiprazole,3.695,2.85,Tablet,On Label,826.99,42.5,2.76,RX,ARIPIPRAZOLE (aripiprazole orally disintegrating) tablet,"Aripiprazole is an atypical antipsychotropic drug that is available as aripiprazole orally disintegrating tablets. Aripiprazole USP is 7-[4-[4-(2,3-dichlorophenyl)-1piperazinyl]butoxy]-3,4- dihydrocarbostyril. The empirical formula is C          23H          27Cl          2N          3O          2 and its molecular weight is 448.39. The chemical structure is:       Aripiprazole Orally Disintegrating Tablets, USP are available in 10 mg and 15 mg strengths. Inactive ingredients include aspartame, colloidal silicon dioxide, crospovidone, flavor vanilla (natural flavors), magnesium stearate, mannitol, microcrystalline cellulose, pregelatinized starch, sucralose, silicon dioxide, sodium starch glycolate. Colorant include ferric oxide red."
Infantile Autism,Paliperidone,4.5600000000000005,4.355,Tablet,Off Label,826.99,92.0,4.2,RX,Paliperidone,N/A
Infantile Autism,Risperidone,3.28,2.7025,Tablet,On Label,39.49,216.75,2.2125,RX,RISPERIDONE kit,"Risperidone for Extended-Release Injectable Suspension contains risperidone, an atypical antipsychotic belonging to the chemical class of benzisoxazole derivatives. The chemical designation is 3-[2-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]ethyl]-6,7,8,9-tetrahydro-2-methyl-4H-pyrido[1,2-a]pyrimidin-4-one. Its molecular formula is C23H27FN4O2 and its molecular weight is 410.49. The structural formula is:Risperidone is practically insoluble in water, freely soluble in methylene chloride, and soluble in methanol and 0.1 N HCl.Risperidone for Extended-Release Injectable Suspension is a combination of extended-release microspheres for injection and diluent for parenteral use.The extended-release microspheres formulation is a white to off-white, sterile, free-flowing powder that is available in dosage strengths of 12.5 mg, 25 mg, 37.5 mg, or 50 mg risperidone per vial. Risperidone is microencapsulated in 75:25 polylactide-co-glycolide (PLG) at a concentration of 381 mg risperidone per gram of microspheres.The diluent for parenteral use is a clear, colorless solution. Composition of the diluent includes 1 mg/mL citric acid anhydrous, 1.27 mg/mL disodium hydrogen phosphate dihydrate, 1 mg/mL polysorbate 20, 22.5 mg/mL sodium carboxymethyl cellulose, 6 mg/mL sodium chloride, 0.54 mg/mL sodium hydroxide, and water for injection. The microspheres are suspended in the diluent prior to injection.Risperidone for Extended-Release Injectable Suspension is provided as a single-dose pack, consisting of a vial containing the microspheres, a pre-filled syringe containing the diluent, a vial adapter, and two Terumo SurGuard® 3 Needles (a 21 G UTW 1-inch needle with needle protection device for deltoid administration and a 20 G TW 2-inch needle with needle protection device for gluteal administration)."
Influenza,Oseltamivir,3.81,3.53,Capsule,On Label,101.99,383.0,3.13,RX,,
Influenza,Zanamivir,2.345,2.125,Other,On Label,81.99,10.0,2.0,RX,,
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,4.07,3.5617647058823527,Capsule,On Label,12.590000000000002,87.41176470588235,3.327058823529412,RX,"amoxicillin (Amoxicillin) capsuleamoxicillin (Amoxicillin) tablet, film coatedamoxicillin (Amoxicillin) tablet, chewableamoxicillin (Amoxicillin) suspension","Amoxicillin formulations contain amoxicillin, a semisynthetic antibiotic, an analog of ampicillin, with a broad spectrum of bactericidal activity against many gram-positive and gram-negative microorganisms. Chemically it is (2S,5R,6R)-6-[(R)-(-)-2- amino-2-(p-hydroxyphenyl)acetamido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0] heptane-2-carboxylic acid trihydrate. It may be represented structurally as:The amoxicillin molecular formula is C16H19N3O5S•3H2O, and the molecular weight is 419.45.Amoxicillin capsules, tablets, and oral suspension are intended for oral administration.Capsules: Each amoxicillin capsule contains amoxicillin trihydrate equivalent to amoxicillin anhydrous 250 mg or 500 mg. Inactive ingredients: black iron oxide, colloidal silicon dioxide, croscarmellose sodium, D&C Yellow No. 10, FD&C Yellow No. 6, gelatin, magnesium stearate, microcrystalline cellulose, shellac, sodium lauryl sulfate and titanium dioxide. In addition 250 mg capsule contains FD&C Red No. 40 and 500 mg capsule contains D&C Red No. 28 and FD&C Blue No. 1.Tablets: Each amoxicillin tablet contains amoxicillin trihydrate equivalent to amoxicillin anhydrous 500 mg or 875 mg. Inactive ingredients: colloidal silicon dioxide, crospovidone, D&C Red No. 30 aluminum lake, hypromellose, magnesium stearate, microcrystalline cellulose, polyethylene glycol, sodium starch glycolate, and titanium dioxide.Chewable Tablets 125 mg and 250 mg: Each amoxicillin chewable tablet contains amoxicillin trihydrate equivalent to amoxicillin anhydrous 125 mg, 200 mg, 250 mg or 400 mg. Inactive ingredients: aspartame•, FD&C Red No. 40 aluminum lake, magnesium stearate, mannitol and strawberry guarana flavor.  Additionally the 125 mg and 250 mg tablets contain corn starch, compressible sugar and talc, while the 200 mg and 400 mg tablets contain crospovidone.•See PRECAUTIONS.Powder for Oral Suspension: Each 5 mL of reconstituted suspension contains, 200 mg or 400 mg amoxicillin as the trihydrate.Each 5 mL of both the 200 mg and 400 mg reconstituted suspension contains 0.24 mEq (5.59 mg) of sodium.Amoxicillin trihydrate for oral suspension 200 mg/5 mL and 400 mg/5 mL is (reconstituted) a fruity flavor containing inactive ingredients: colloidal silicon dioxide, FD&C yellow no.6, flavor strawberry guarana, flavor tutti frutti, sodium benzoate, sodium citrate, sucrose, xanthan gum. "
